col1|col2|col3|col4|col5|col6|col7|col8
1382|2|150|8|2|0|0.00|0
1382|3|300|28|0,20,250|0|0.00|0
1382|4|500|11|2108|0|0.00|0
1383|1|50|5|60|0|0.00|0
1383|2|150|14|4,10|0|0.00|0
1383|3|300|28|0,20,250|0|0.00|0
1383|4|500|14|4,10|0|0.00|0
1384|1|50|5|60|0|0.00|0
1384|2|150|8|2|0|0.00|0
1384|3|300|28|0,20,250|0|0.00|0
1384|4|500|11|2109|0|0.00|0
1385|1|50|5|60|0|0.00|0
1385|2|150|14|4,10|0|0.00|0
1385|3|300|28|0,20,250|0|0.00|0
1385|4|500|14|4,10|0|0.00|0
1386|1|50|5|150|0|0.00|0
1386|2|150|8|2|0|0.00|0
1386|3|300|28|0,90,160|0|0.00|0
1386|4|500|11|2110|0|0.00|0
1387|1|50|5|150|0|0.00|0
1387|2|150|14|4,10|0|0.00|0
1387|3|300|28|0,90,160|0|0.00|0
1387|4|500|14|4,10|0|0.00|0
1388|1|50|6|90|0|0.00|0
1388|2|150|8|2|0|0.00|0
1388|3|300|28|180,180,0|0|0.00|0
1388|4|500|11|2111|0|0.00|0
1389|1|50|6|90|0|0.00|0
1389|2|150|14|4,10|0|0.00|0
1389|3|300|28|180,180,0|0|0.00|0
1389|4|500|14|4,10|0|0.00|0
139|1|50|5|60|0|0.00|0
139|2|100|14|3,10|0|0.00|0
139|3|200|4|300|0|0.00|0
139|4|400|14|4,10|0|0.00|0
688|1|50|5|60|0|0.00|0
688|2|100|14|3,10|0|0.00|0
688|3|200|4|300|0|0.00|0
688|4|400|14|4,10|0|0.00|0
142|1|50|5|60|0|0.00|0
142|2|100|14|3,10|0|0.00|0
142|3|200|4|300|0|0.00|0
142|4|400|14|4,10|0|0.00|0
689|1|50|5|60|0|0.00|0
689|2|100|14|3,10|0|0.00|0
689|3|200|4|300|0|0.00|0
689|4|400|14|4,10|0|0.00|0
145|1|50|5|60|0|0.00|0
145|2|100|14|3,10|0|0.00|0
145|3|200|4|300|0|0.00|0
145|4|400|14|4,10|0|0.00|0
690|1|50|5|60|0|0.00|0
690|2|100|14|3,10|0|0.00|0
690|3|200|4|300|0|0.00|0
690|4|400|14|4,10|0|0.00|0
148|1|50|5|70|0|0.00|0
148|2|100|22|75|0|0.00|0
148|3|200|4|360|0|0.00|0
148|4|400|9|3|0|0.00|0
1506|1|50|28|120,185,35|0|0.00|0
1506|2|150|32|3,1,15|0|0.00|0
1506|3|300|33|3,1,15|0|0.00|0
1506|4|500|10|1299|0|0.00|0
1507|1|50|4|120|0|0.00|0
1507|2|150|15|3,10|0|0.00|0
1507|3|300|5|90|0|0.00|0
1507|4|500|14|4,10|0|0.00|0
1508|1|50|5|60|0|0.00|0
1508|2|150|15|3,10|0|0.00|0
1508|3|300|4|125|0|0.00|0
1508|4|500|14|4,10|0|0.00|0
1509|1|50|28|100,180,35|0|0.00|0
1509|2|150|34|3,1,15|0|0.00|0
1509|3|300|9|2|0|0.00|0
1509|4|500|34|4,1,15|0|0.00|0
151|1|50|5|90|0|0.00|0
151|2|100|22|76|0|0.00|0
151|3|200|4|500|0|0.00|0
151|4|400|9|3|0|0.00|0
1510|1|50|28|180,100,35|0|0.00|0
1510|2|150|34|3,1,15|0|0.00|0
1510|3|300|34|4,1,15|0|0.00|0
1510|4|500|11|1932|0|0.00|0
1511|1|50|5|60|0|0.00|0
1511|2|150|34|3,1,15|0|0.00|0
1511|3|300|4|125|0|0.00|0
1511|4|500|34|4,1,15|0|0.00|0
1512|1|50|5|60|0|0.00|0
1512|2|150|15|3,10|0|0.00|0
1512|3|300|4|125|0|0.00|0
1512|4|500|14|4,10|0|0.00|0
1513|1|50|4|120|0|0.00|0
1513|2|150|15|3,10|0|0.00|0
1513|3|300|5|90|0|0.00|0
1513|4|500|14|4,10|0|0.00|0
154|1|50|5|60|0|0.00|0
154|2|100|22|77|0|0.00|0
154|3|200|4|300|0|0.00|0
154|4|400|9|3|0|0.00|0
157|1|50|5|70|0|0.00|0
157|2|100|22|78|0|0.00|0
157|3|200|4|360|0|0.00|0
157|4|400|9|3|0|0.00|0
1571|1|50|4|120|0|0.00|0
1571|2|150|14|3,10|0|0.00|0
1571|3|300|5|90|0|0.00|0
1571|4|500|14|4,10|0|0.00|0
1572|1|50|4|135|0|0.00|0
1572|2|150|39|3,1,15|0|0.00|0
1572|3|300|28|100,0,20|0|0.00|0
1572|4|500|38|4,1,15|0|0.00|0
1573|1|50|6|35|0|0.00|0
1573|2|150|31|3,1,10|0|0.00|0
1573|3|300|4|120|0|0.00|0
1573|4|500|34|4,1,12|0|0.00|0
1574|1|50|4|90|0|0.00|0
1574|2|150|34|4,1,10|0|0.00|0
1574|3|300|5|120|0|0.00|0
1574|4|500|34|5,1,15|0|0.00|0
1575|1|50|4|135|0|0.00|0
1575|2|150|39|3,1,15|0|0.00|0
1575|3|300|28|100,0,20|0|0.00|0
1575|4|500|38|4,1,15|0|0.00|0
1576|1|50|4|135|0|0.00|0
1576|2|150|39|3,1,15|0|0.00|0
1576|3|300|28|100,0,20|0|0.00|0
1576|4|500|38|4,1,15|0|0.00|0
1577|1|50|6|35|0|0.00|0
1577|2|150|31|3,1,10|0|0.00|0
1577|3|300|4|120|0|0.00|0
1577|4|500|34|4,1,12|0|0.00|0
1578|1|50|4|90|0|0.00|0
1578|2|150|14|3,10|0|0.00|0
1578|3|300|5|120|0|0.00|0
1578|4|500|14|4,10|0|0.00|0
16|1|50|6|20|0|0.00|0
16|2|150|9|2|0|0.00|0
16|3|300|5|120|0|0.00|0
16|4|500|14|4,10|0|0.00|0
411|1|50|6|20|0|0.00|0
411|2|150|9|2|0|0.00|0
411|3|300|5|120|0|0.00|0
411|4|500|14|4,10|0|0.00|0
160|1|50|5|90|0|0.00|0
160|2|100|22|79|0|0.00|0
160|3|200|4|500|0|0.00|0
160|4|400|9|3|0|0.00|0
1666|1|50|4|160|0|0.00|0
1666|2|150|15|3,10|0|0.00|0
1666|3|300|5|110|0|0.00|0
1666|4|500|14|4,10|0|0.00|0
1667|1|50|4|160|0|0.00|0
1667|2|150|15|3,10|0|0.00|0
1667|3|300|5|110|0|0.00|0
1667|4|500|14|4,10|0|0.00|0
1668|1|50|4|180|0|0.00|0
1668|2|150|15|3,10|0|0.00|0
1668|3|300|5|90|0|0.00|0
1668|4|500|14|4,10|0|0.00|0
1669|1|50|5|50|0|0.00|0
1669|2|150|15|3,10|0|0.00|0
1669|3|300|6|100|0|0.00|0
1669|4|500|14|4,10|0|0.00|0
1670|1|50|4|160|0|0.00|0
1670|2|150|15|3,10|0|0.00|0
1670|3|300|5|110|0|0.00|0
1670|4|500|14|4,10|0|0.00|0
1726|1|50|28|0,120,30|0|0.00|0
1726|2|150|31|3,10,10|0|0.00|0
1726|3|300|28|120,60,0|0|0.00|0
1726|4|500|34|4,10,12|0|0.00|0
1727|1|50|6|60|0|0.00|0
1727|2|150|31|3,1,10|0|0.00|0
1727|3|300|4|120|0|0.00|0
1727|4|500|34|4,1,12|0|0.00|0
1728|1|50|28|0,120,30|0|0.00|0
1728|2|150|31|3,10,10|0|0.00|0
1728|3|300|28|120,60,0|0|0.00|0
1728|4|500|34|4,10,12|0|0.00|0
1729|1|50|28|0,120,30|0|0.00|0
1729|2|150|33|3,4,10|0|0.00|0
1729|3|300|28|120,60,0|0|0.00|0
1729|4|500|32|4,4,10|0|0.00|0
1730|1|50|6|60|0|0.00|0
1730|2|150|31|3,10,10|0|0.00|0
1730|3|300|4|120|0|0.00|0
1730|4|500|34|4,10,12|0|0.00|0
1731|1|50|6|60|0|0.00|0
1731|2|150|31|3,1,10|0|0.00|0
1731|3|300|4|120|0|0.00|0
1731|4|500|34|4,1,10|0|0.00|0
1732|1|50|6|60|0|0.00|0
1732|2|150|33|3,1,10|0|0.00|0
1732|3|300|4|120|0|0.00|0
1732|4|500|32|4,1,12|0|0.00|0
1733|1|50|6|60|0|0.00|0
1733|2|150|33|3,2,10|0|0.00|0
1733|3|300|4|120|0|0.00|0
1733|4|500|32|4,2,10|0|0.00|0
1734|1|50|28|0,120,30|0|0.00|0
1734|2|150|33|3,4,10|0|0.00|0
1734|3|300|28|120,60,0|0|0.00|0
1734|4|500|32|4,4,10|0|0.00|0
1759|1|50|6|35|0|0.00|0
1759|2|150|31|4,1,15|0|0.00|0
1759|3|300|28|120,60,0|0|0.00|0
1759|4|500|34|4,1,15|0|0.00|0
1760|1|50|6|35|0|0.00|0
1760|2|150|15|3,10|0|0.00|0
1760|3|300|28|120,60,0|0|0.00|0
1760|4|500|14|3,10|0|0.00|0
1761|1|50|6|35|0|0.00|0
1761|2|150|15|3,10|0|0.00|0
1761|3|300|28|120,60,0|0|0.00|0
1761|4|500|14|3,10|0|0.00|0
1762|1|50|28|120,160,40|0|0.00|0
1762|2|150|34|3,1,10|0|0.00|0
1762|3|300|31|4,1,10|0|0.00|0
1762|4|500|30|1762,4|0|0.00|0
1763|1|50|28|120,160,40|0|0.00|0
1763|2|150|34|3,1,10|0|0.00|0
1763|3|300|31|4,1,10|0|0.00|0
1763|4|500|30|1762,4|0|0.00|0
1764|1|50|28|120,160,40|0|0.00|0
1764|2|150|34|3,1,10|0|0.00|0
1764|3|300|21|4,25|0|0.00|0
1764|4|500|30|1764,4|0|0.00|0
1765|1|50|28|120,160,40|0|0.00|0
1765|2|150|34|3,1,10|0|0.00|0
1765|3|300|21|4,25|0|0.00|0
1765|4|500|30|1764,4|0|0.00|0
1766|1|50|28|120,160,40|0|0.00|0
1766|2|150|34|3,1,10|0|0.00|0
1766|3|300|31|4,1,10|0|0.00|0
1766|4|500|30|1766,4|0|0.00|0
1767|1|50|28|120,160,40|0|0.00|0
1767|2|150|34|3,1,10|0|0.00|0
1767|3|300|31|4,1,10|0|0.00|0
1767|4|500|30|1766,4|0|0.00|0
1768|1|50|28|0,120,35|0|0.00|0
1768|2|150|14|3,10|0|0.00|0
1768|3|300|15|3,10|0|0.00|0
1768|4|500|30|1768,4|0|0.00|0
1769|1|50|6|35|0|0.00|0
1769|2|150|31|4,1,15|0|0.00|0
1769|3|300|28|120,60,0|0|0.00|0
1769|4|500|34|4,1,15|0|0.00|0
178|1|50|4|180|0|0.00|0
178|2|100|22|180|0|0.00|0
178|3|200|5|140|0|0.00|0
178|4|400|22|592|0|0.00|0
851|1|50|4|180|0|0.00|0
851|2|100|22|180|0|0.00|0
851|3|200|5|140|0|0.00|0
851|4|400|22|592|0|0.00|0
1786|1|50|4|185|0|0.00|0
1786|2|150|15|3,10|0|0.00|0
1786|3|300|28|125,0,35|0|0.00|0
1786|4|500|14|3,10|0|0.00|0
1787|1|50|4|185|0|0.00|0
1787|2|150|15|3,10|0|0.00|0
1787|3|300|28|125,0,35|0|0.00|0
1787|4|500|14|3,10|0|0.00|0
1788|1|50|5|60|0|0.00|0
1788|2|150|15|3,10|0|0.00|0
1788|3|300|4|125|0|0.00|0
1788|4|500|14|4,10|0|0.00|0
1789|1|50|5|60|0|0.00|0
1789|2|150|15|3,10|0|0.00|0
1789|3|300|4|125|0|0.00|0
1789|4|500|14|4,10|0|0.00|0
1790|1|50|4|125|0|0.00|0
1790|2|150|15|3,10|0|0.00|0
1790|3|300|28|120,0,100|0|0.00|0
1790|4|500|14|3,10|0|0.00|0
1791|1|50|4|125|0|0.00|0
1791|2|150|15|3,10|0|0.00|0
1791|3|300|28|120,0,100|0|0.00|0
1791|4|500|14|3,10|0|0.00|0
1792|1|50|5|60|0|0.00|0
1792|2|150|15|3,10|0|0.00|0
1792|3|300|4|125|0|0.00|0
1792|4|500|14|4,10|0|0.00|0
1793|1|50|4|125|0|0.00|0
1793|2|150|15|3,10|0|0.00|0
1793|3|300|28|150,0,20|0|0.00|0
1793|4|500|14|3,10|0|0.00|0
1794|1|50|4|125|0|0.00|0
1794|2|150|15|3,10|0|0.00|0
1794|3|300|28|150,0,20|0|0.00|0
1794|4|500|14|3,10|0|0.00|0
1795|1|50|5|100|0|0.00|0
1795|2|150|15|3,10|0|0.00|0
1795|3|300|4|100|0|0.00|0
1795|4|500|14|4,10|0|0.00|0
1796|1|50|5|60|0|0.00|0
1796|2|150|15|3,10|0|0.00|0
1796|3|300|4|125|0|0.00|0
1796|4|500|14|4,10|0|0.00|0
1797|1|50|5|100|0|0.00|0
1797|2|150|15|3,10|0|0.00|0
1797|3|300|4|100|0|0.00|0
1797|4|500|14|4,10|0|0.00|0
181|1|50|4|180|0|0.00|0
181|2|100|22|76|0|0.00|0
181|3|200|5|140|0|0.00|0
181|4|400|22|445|0|0.00|0
852|1|50|4|180|0|0.00|0
852|2|100|22|76|0|0.00|0
852|3|200|5|140|0|0.00|0
852|4|400|22|445|0|0.00|0
1821|1|50|6|30|0|0.00|0
1821|2|150|15|4,10|0|0.00|0
1821|3|300|5|180|0|0.00|0
1821|4|500|14|4,10|0|0.00|0
1822|1|50|6|30|0|0.00|0
1822|2|150|33|4,1,15|0|0.00|0
1822|3|300|5|180|0|0.00|0
1822|4|500|32|4,1,15|0|0.00|0
1823|1|50|6|30|0|0.00|0
1823|2|150|15|4,10|0|0.00|0
1823|3|300|5|180|0|0.00|0
1823|4|500|14|4,10|0|0.00|0
1824|1|50|6|30|0|0.00|0
1824|2|150|33|4,2,15|0|0.00|0
1824|3|300|5|180|0|0.00|0
1824|4|500|32|4,2,15|0|0.00|0
1825|1|50|6|30|0|0.00|0
1825|2|150|15|4,10|0|0.00|0
1825|3|300|5|180|0|0.00|0
1825|4|500|14|4,10|0|0.00|0
1826|1|50|6|30|0|0.00|0
1826|2|150|33|4,3,15|0|0.00|0
1826|3|300|5|180|0|0.00|0
1826|4|500|32|4,3,15|0|0.00|0
1827|1|50|6|30|0|0.00|0
1827|2|150|15|4,10|0|0.00|0
1827|3|300|5|180|0|0.00|0
1827|4|500|14|4,10|0|0.00|0
1828|1|50|6|30|0|0.00|0
1828|2|150|33|4,4,15|0|0.00|0
1828|3|300|5|180|0|0.00|0
1828|4|500|32|4,4,15|0|0.00|0
1829|1|50|6|30|0|0.00|0
1829|2|150|15|4,10|0|0.00|0
1829|3|300|5|180|0|0.00|0
1829|4|500|14|4,10|0|0.00|0
1830|1|50|6|30|0|0.00|0
1830|2|150|33|4,5,15|0|0.00|0
1830|3|300|5|180|0|0.00|0
1830|4|500|32|4,5,15|0|0.00|0
1831|1|50|4|180|0|0.00|0
1831|2|100|14|4,10|0|0.00|0
1831|3|200|4|500|0|0.00|0
1831|4|400|24|6,1,50|0|0.00|0
1832|1|50|4|180|0|0.00|0
1832|2|100|14|4,10|0|0.00|0
1832|3|200|5|140|0|0.00|0
1832|4|400|24|6,2,50|0|0.00|0
1833|1|50|4|180|0|0.00|0
1833|2|100|14|4,10|0|0.00|0
1833|3|200|5|140|0|0.00|0
1833|4|400|24|6,3,50|0|0.00|0
1834|1|50|4|180|0|0.00|0
1834|2|100|14|4,10|0|0.00|0
1834|3|200|5|140|0|0.00|0
1834|4|400|24|6,4,50|0|0.00|0
1835|1|50|4|180|0|0.00|0
1835|2|100|14|4,10|0|0.00|0
1835|3|200|5|140|0|0.00|0
1835|4|400|24|6,5,50|0|0.00|0
184|1|50|4|180|0|0.00|0
184|2|100|9|3|0|0.00|0
184|3|200|5|140|0|0.00|0
184|4|400|9|4|0|0.00|0
853|1|50|4|180|0|0.00|0
853|2|100|9|3|0|0.00|0
853|3|200|5|140|0|0.00|0
853|4|400|9|4|0|0.00|0
187|1|50|4|180|0|0.00|0
187|2|100|22|180|0|0.00|0
187|3|200|5|140|0|0.00|0
187|4|400|22|592|0|0.00|0
854|1|50|4|180|0|0.00|0
854|2|100|22|180|0|0.00|0
854|3|200|5|140|0|0.00|0
854|4|400|22|592|0|0.00|0
1882|1|50|28|0,100,60|0|0.00|0
1882|2|150|15|3,10|0|0.00|0
1882|3|300|28|120,50,0|0|0.00|0
1882|4|500|14|3,10|0|0.00|0
1883|1|50|28|0,100,60|0|0.00|0
1883|2|150|15|3,10|0|0.00|0
1883|3|300|28|120,50,0|0|0.00|0
1883|4|500|14|3,10|0|0.00|0
1884|1|50|28|0,60,30|0|0.00|0
1884|2|150|15|4,10|0|0.00|0
1884|3|300|28|60,30,0|0|0.00|0
1884|4|500|14|4,10|0|0.00|0
1885|1|50|28|0,100,60|0|0.00|0
1885|2|150|15|3,10|0|0.00|0
1885|3|300|28|120,50,0|0|0.00|0
1885|4|500|14|3,10|0|0.00|0
1886|1|50|28|0,60,30|0|0.00|0
1886|2|150|15|4,10|0|0.00|0
1886|3|300|28|60,30,0|0|0.00|0
1886|4|500|14|4,10|0|0.00|0
1887|1|50|28|0,60,30|0|0.00|0
1887|2|150|15|4,10|0|0.00|0
1887|3|300|28|60,30,0|0|0.00|0
1887|4|500|14|4,10|0|0.00|0
1888|1|50|28|0,60,30|0|0.00|0
1888|2|150|15|4,10|0|0.00|0
1888|3|300|28|60,30,0|0|0.00|0
1888|4|500|14|4,10|0|0.00|0
1889|1|50|28|0,60,30|0|0.00|0
1889|2|150|15|4,10|0|0.00|0
1889|3|300|28|60,30,0|0|0.00|0
1889|4|500|14|4,10|0|0.00|0
190|1|50|4|180|0|0.00|0
190|2|100|22|79|0|0.00|0
190|3|200|5|140|0|0.00|0
190|4|400|22|448|0|0.00|0
855|1|50|4|180|0|0.00|0
855|2|100|22|79|0|0.00|0
855|3|200|5|140|0|0.00|0
855|4|400|22|448|0|0.00|0
191|1|50|5|90|0|0.00|0
191|2|150|14|4,10|0|0.00|0
191|3|300|4|340|0|0.00|0
191|4|500|21|1,40|0|0.00|0
192|1|50|5|90|0|0.00|0
192|2|150|14|4,10|0|0.00|0
192|3|300|4|340|0|0.00|0
192|4|500|21|1,40|0|0.00|0
941|1|50|5|90|0|0.00|0
941|2|150|14|4,10|0|0.00|0
941|3|300|4|340|0|0.00|0
941|4|500|21|1,40|0|0.00|0
1356|1|50|5|90|0|0.00|0
1356|2|150|14|4,10|0|0.00|0
1356|3|300|4|340|0|0.00|0
1356|4|500|21|1,40|0|0.00|0
1357|1|50|5|90|0|0.00|0
1357|2|150|14|4,10|0|0.00|0
1357|3|300|4|340|0|0.00|0
1357|4|500|21|1,40|0|0.00|0
193|1|50|5|90|0|0.00|0
193|2|150|14|4,10|0|0.00|0
193|3|300|4|340|0|0.00|0
193|4|500|21|2,40|0|0.00|0
194|1|50|5|90|0|0.00|0
194|2|150|14|4,10|0|0.00|0
194|3|300|4|340|0|0.00|0
194|4|500|21|2,40|0|0.00|0
942|1|50|5|90|0|0.00|0
942|2|150|14|4,10|0|0.00|0
942|3|300|4|340|0|0.00|0
942|4|500|21|2,40|0|0.00|0
1358|1|50|5|90|0|0.00|0
1358|2|150|14|4,10|0|0.00|0
1358|3|300|4|340|0|0.00|0
1358|4|500|21|2,40|0|0.00|0
1359|1|50|5|90|0|0.00|0
1359|2|150|14|4,10|0|0.00|0
1359|3|300|4|340|0|0.00|0
1359|4|500|21|2,40|0|0.00|0
195|1|50|5|90|0|0.00|0
195|2|150|14|4,10|0|0.00|0
195|3|300|4|340|0|0.00|0
195|4|500|21|3,40|0|0.00|0
196|1|50|5|90|0|0.00|0
196|2|150|14|4,10|0|0.00|0
196|3|300|4|340|0|0.00|0
196|4|500|21|3,40|0|0.00|0
943|1|50|5|90|0|0.00|0
943|2|150|14|4,10|0|0.00|0
943|3|300|4|340|0|0.00|0
943|4|500|21|3,40|0|0.00|0
1360|1|50|5|90|0|0.00|0
1360|2|150|14|4,10|0|0.00|0
1360|3|300|4|340|0|0.00|0
1360|4|500|21|3,40|0|0.00|0
1361|1|50|5|90|0|0.00|0
1361|2|150|14|4,10|0|0.00|0
1361|3|300|4|340|0|0.00|0
1361|4|500|21|3,40|0|0.00|0
1955|1|50|4|160|0|0.00|0
1955|2|150|14|3,10|0|0.00|0
1955|3|300|28|120,0,40|0|0.00|0
1955|4|500|14|4,10|0|0.00|0
1956|1|50|28|120,160,40|0|0.00|0
1956|2|150|14|3,10|0|0.00|0
1956|3|300|21|2,40|0|0.00|0
1956|4|500|14|4,10|0|0.00|0
1957|1|50|6|35|0|0.00|0
1957|2|150|31|3,1,15|0|0.00|0
1957|3|300|28|60,120|0|0.00|0
1957|4|500|34|3,1,15|0|0.00|0
1958|1|50|4|160|0|0.00|0
1958|2|150|14|3,10|0|0.00|0
1958|3|300|28|120,0,40|0|0.00|0
1958|4|500|14|4,10|0|0.00|0
1959|1|50|6|35|0|0.00|0
1959|2|150|14|4,10|0|0.00|0
1959|3|300|28|60,120,0|0|0.00|0
1959|4|500|14|4,10|0|0.00|0
1960|1|50|6|35|0|0.00|0
1960|2|150|15|4,10|0|0.00|0
1960|3|300|28|60,120,0|0|0.00|0
1960|4|500|14|4,10|0|0.00|0
1961|1|50|6|35|0|0.00|0
1961|2|150|14|4,10|0|0.00|0
1961|3|300|28|60,120,0|0|0.00|0
1961|4|500|21|4,25|0|0.00|0
1962|1|50|6|35|0|0.00|0
1962|2|150|14|4,10|0|0.00|0
1962|3|300|28|60,120,0|0|0.00|0
1962|4|500|14|4,10|0|0.00|0
197|1|50|5|90|0|0.00|0
197|2|150|14|4,10|0|0.00|0
197|3|300|4|340|0|0.00|0
197|4|500|21|4,40|0|0.00|0
198|1|50|5|90|0|0.00|0
198|2|150|14|4,10|0|0.00|0
198|3|300|4|340|0|0.00|0
198|4|500|21|4,40|0|0.00|0
944|1|50|5|90|0|0.00|0
944|2|150|14|4,10|0|0.00|0
944|3|300|4|340|0|0.00|0
944|4|500|21|4,40|0|0.00|0
1362|1|50|5|90|0|0.00|0
1362|2|150|14|4,10|0|0.00|0
1362|3|300|4|340|0|0.00|0
1362|4|500|21|4,40|0|0.00|0
1363|1|50|5|90|0|0.00|0
1363|2|150|14|4,10|0|0.00|0
1363|3|300|4|340|0|0.00|0
1363|4|500|21|4,40|0|0.00|0
199|1|50|5|90|0|0.00|0
199|2|150|14|4,10|0|0.00|0
199|3|300|4|340|0|0.00|0
199|4|500|21|5,40|0|0.00|0
200|1|50|5|90|0|0.00|0
200|2|150|14|4,10|0|0.00|0
200|3|300|4|340|0|0.00|0
200|4|500|21|5,40|0|0.00|0
945|1|50|5|90|0|0.00|0
945|2|150|14|4,10|0|0.00|0
945|3|300|4|340|0|0.00|0
945|4|500|21|5,40|0|0.00|0
1364|1|50|5|90|0|0.00|0
1364|2|150|14|4,10|0|0.00|0
1364|3|300|4|340|0|0.00|0
1364|4|500|21|5,40|0|0.00|0
1365|1|50|5|90|0|0.00|0
1365|2|150|14|4,10|0|0.00|0
1365|3|300|4|340|0|0.00|0
1365|4|500|21|5,40|0|0.00|0
1991|1|50|6|50|0|0.00|0
1991|2|100|14|4,12|0|0.00|0
1991|3|200|28|60,120,0|0|0.00|0
1991|4|400|14|5,15|0|0.00|0
1992|1|50|6|50|0|0.00|0
1992|2|100|14|4,12|0|0.00|0
1992|3|200|28|60,120,0|0|0.00|0
1992|4|400|14|5,15|0|0.00|0
1993|1|50|6|50|0|0.00|0
1993|2|100|14|4,12|0|0.00|0
1993|3|200|28|60,120,0|0|0.00|0
1993|4|400|14|5,15|0|0.00|0
1994|1|50|6|50|0|0.00|0
1994|2|100|14|4,12|0|0.00|0
1994|3|200|28|60,120,0|0|0.00|0
1994|4|400|14|5,15|0|0.00|0
1995|1|50|6|50|0|0.00|0
1995|2|100|14|4,12|0|0.00|0
1995|3|200|28|60,120,0|0|0.00|0
1995|4|400|14|5,15|0|0.00|0
20|1|50|6|20|0|0.00|0
20|2|150|9|2|0|0.00|0
20|3|300|5|120|0|0.00|0
20|4|500|14|4,10|0|0.00|0
412|1|50|6|20|0|0.00|0
412|2|150|9|2|0|0.00|0
412|3|300|5|120|0|0.00|0
412|4|500|14|4,10|0|0.00|0
2001|1|50|6|75|0|0.00|0
2001|2|150|14|4,12|0|0.00|0
2001|3|300|28|140,180,0|0|0.00|0
2001|4|500|14|5,15|0|0.00|0
2002|1|50|6|75|0|0.00|0
2002|2|150|14|4,12|0|0.00|0
2002|3|300|28|140,180,0|0|0.00|0
2002|4|500|14|5,15|0|0.00|0
2003|1|50|6|75|0|0.00|0
2003|2|150|14|4,12|0|0.00|0
2003|3|300|28|140,180,0|0|0.00|0
2003|4|500|14|5,15|0|0.00|0
2004|1|50|6|75|0|0.00|0
2004|2|150|14|4,12|0|0.00|0
2004|3|300|28|140,180,0|0|0.00|0
2004|4|500|14|5,15|0|0.00|0
2005|1|50|6|75|0|0.00|0
2005|2|150|14|4,12|0|0.00|0
2005|3|300|28|140,180,0|0|0.00|0
2005|4|500|14|5,15|0|0.00|0
201|1|50|6|30|0|0.00|0
201|2|150|14|4,10|0|0.00|0
201|3|300|5|180|0|0.00|0
201|4|500|14|5,12|0|0.00|0
202|1|50|6|30|0|0.00|0
202|2|150|14|4,10|0|0.00|0
202|3|300|5|180|0|0.00|0
202|4|500|14|5,12|0|0.00|0
506|1|50|6|30|0|0.00|0
506|2|150|14|4,10|0|0.00|0
506|3|300|5|180|0|0.00|0
506|4|500|14|5,12|0|0.00|0
1021|1|50|6|30|0|0.00|0
1021|2|150|14|4,10|0|0.00|0
1021|3|300|5|180|0|0.00|0
1021|4|500|14|5,12|0|0.00|0
1022|1|50|6|30|0|0.00|0
1022|2|150|14|4,10|0|0.00|0
1022|3|300|5|180|0|0.00|0
1022|4|500|14|5,12|0|0.00|0
203|1|50|6|30|0|0.00|0
203|2|150|14|4,10|0|0.00|0
203|3|300|5|180|0|0.00|0
203|4|500|14|5,12|0|0.00|0
204|1|50|6|30|0|0.00|0
204|2|150|14|4,10|0|0.00|0
204|3|300|5|180|0|0.00|0
204|4|500|14|5,12|0|0.00|0
507|1|50|6|30|0|0.00|0
507|2|150|14|4,10|0|0.00|0
507|3|300|5|180|0|0.00|0
507|4|500|14|5,12|0|0.00|0
1023|1|50|6|30|0|0.00|0
1023|2|150|14|4,10|0|0.00|0
1023|3|300|5|180|0|0.00|0
1023|4|500|14|5,12|0|0.00|0
1024|1|50|6|30|0|0.00|0
1024|2|150|14|4,10|0|0.00|0
1024|3|300|5|180|0|0.00|0
1024|4|500|14|5,12|0|0.00|0
205|1|50|6|30|0|0.00|0
205|2|150|14|4,10|0|0.00|0
205|3|300|5|180|0|0.00|0
205|4|500|14|5,12|0|0.00|0
206|1|50|6|30|0|0.00|0
206|2|150|14|4,10|0|0.00|0
206|3|300|5|180|0|0.00|0
206|4|500|14|5,12|0|0.00|0
508|1|50|6|30|0|0.00|0
508|2|150|14|4,10|0|0.00|0
508|3|300|5|180|0|0.00|0
508|4|500|14|5,12|0|0.00|0
1025|1|50|6|30|0|0.00|0
1025|2|150|14|4,10|0|0.00|0
1025|3|300|5|180|0|0.00|0
1025|4|500|14|5,12|0|0.00|0
1026|1|50|6|30|0|0.00|0
1026|2|150|14|4,10|0|0.00|0
1026|3|300|5|180|0|0.00|0
1026|4|500|14|5,12|0|0.00|0
207|1|50|6|30|0|0.00|0
207|2|150|14|4,10|0|0.00|0
207|3|300|5|180|0|0.00|0
207|4|500|14|5,12|0|0.00|0
208|1|50|6|30|0|0.00|0
208|2|150|14|4,10|0|0.00|0
208|3|300|5|180|0|0.00|0
208|4|500|14|5,12|0|0.00|0
509|1|50|6|30|0|0.00|0
509|2|150|14|4,10|0|0.00|0
509|3|300|5|180|0|0.00|0
509|4|500|14|5,12|0|0.00|0
1027|1|50|6|30|0|0.00|0
1027|2|150|14|4,10|0|0.00|0
1027|3|300|5|180|0|0.00|0
1027|4|500|14|5,12|0|0.00|0
1028|1|50|6|30|0|0.00|0
1028|2|150|14|4,10|0|0.00|0
1028|3|300|5|180|0|0.00|0
1028|4|500|14|5,12|0|0.00|0
209|1|50|6|30|0|0.00|0
209|2|150|14|4,10|0|0.00|0
209|3|300|5|180|0|0.00|0
