col_1|col_2|col_3
1202|首消火木光暗禁水|SI244SI038
1203|首消水木光暗禁火|SI244SI039
1204|首消水火光暗禁木|SI244SI040
1205|首消水火木暗禁光|SI244SI041
1206|首消水火木光禁暗|SI244SI042
1207|首消水光暗禁火木|SI244SI039SI040
1208|首消火光暗禁水木|SI244SI038SI040
1209|首消木光暗禁水火|SI244SI038SI039
1210|首消水火光禁木暗|SI244SI040SI042
1211|首消水木光禁火暗|SI244SI039SI042
1212|首消火木光禁水暗|SI244SI038SI042
1213|首消火木暗禁水光|SI244SI038SI041
1214|首消水火禁木光暗|SI244SI040SI041SI042
1215|首消水木禁火光暗|SI244SI039SI041SI042
1216|首消水光禁火木暗|SI244SI039SI040SI042
1217|首消水暗禁火木光|SI244SI039SI040SI041
1218|首消火木禁水光暗|SI244SI038SI041SI042
1219|首消火光禁水木暗|SI244SI038SI040SI042
1220|首消火暗禁水木光|SI244SI038SI040SI041
1221|首消木光禁水火暗|SI244SI038SI039SI042
1222|首消木暗禁水火光|SI244SI038SI039SI041
1223|首消全水禁火木光暗|SI031
1224|首消全火禁水木光暗|SI032
1225|首消全木禁水火光暗|SI033
1226|首消全光禁水火木暗|SI034
1227|首消全暗禁水火木光|SI035
1228|血多越強∣弱金|SI188
1229|血多越強∣弱銀|SI188
1230|血多越強∣金|SI188
1231|血多越強∣銀|SI188
1232|血多越強∣銀|SI075
1242|首消水Combo傷害吸收|SI011
1243|首消火Combo傷害吸收|SI012
1244|首消木Combo傷害吸收|SI013
1245|首消光Combo傷害吸收|SI014
1246|首消暗Combo傷害吸收|SI015
1247|首消心Combo傷害吸收|SI045
1248|消除水Combo傷害吸收|SI011
1249|消除火Combo傷害吸收|SI012
1250|消除木Combo傷害吸收|SI013
1251|消除光Combo傷害吸收|SI014
1252|消除暗Combo傷害吸收|SI015
1253|消除心Combo傷害吸收|SI045
1254|火木防禦90%∣木鎖定．消除減攻20%|SI002SI003SI338
1255|命懸一線∣燃燒10%∣扣血90%|SI161SI229SI131
1256|三重鎖定∣未消引爆20%．先|SI168
1257|六重鎖定∣未消引爆20%．先|SI168
1258|九重鎖定∣未消引爆20%．先|SI168
1259|三重鎖定∣未消引爆20%|SI168
1260|六重鎖定∣未消引爆20%|SI168
1261|九重鎖定∣未消引爆20%|SI168
1262|化血圍城．木心化血鎖定∣心禁消|SI232SI309SI218SI043
1263|消心扣敵5%∣扣血90%∣雙重腐蝕|SI256SI131SI228
1264|首消10↑Combo盾∣越戰越強．銀|SI108SI188
1265|首消8↑Combo盾∣越戰越強．銅|SI106SI188
1266|首消6↑Combo盾∣首攻狂暴|SI104SI188
1267|火屬技能封鎖∣魔族剋制．攻∣初級拼圖盾∣限|SI122SI181SI068
1268|木屬技能封鎖∣首回十重問號∣問號符石5∣10%∣龍類剋制．攻|SI122SI224SI071
1269|火屬技能封鎖∣魔族剋制．攻∣初級拼圖盾|SI122SI181SI068
1270|木屬技能封鎖∣首回五重問號∣問號符石5∣10%∣龍類剋制．攻|SI122SI224SI071
1271|水屬技能封鎖∣水鎖定．消除減攻20%∣人類剋制．攻|SI122SI336SI069
1272|水屬技能封鎖∣水鎖定．消除減攻10%∣人類剋制．攻|SI122SI336SI069
1273|暗屬技能封鎖∣光心鎖定∣未消傷害吸收∣獸類剋制．攻|SI122SI310SI218SI070
1274|暗屬技能封鎖∣心鎖定∣未消傷害吸收∣獸類剋制．攻|SI122SI218SI070
1275|光屬技能封鎖∣神族剋制．攻∣強化盾∣非強化傷害吸收∣反擊100%|SI122SI254SI260SI067
1276|光屬技能封鎖∣神族剋制．攻∣強化盾∣反擊100%|SI122SI254SI260SI067
1277|強化300%∣非強化防禦95%∣六重鎖定．消除減攻20%|SI249SI158
1278|非強化防禦90%∣隨機鎖定6∣消除減攻20%|SI249SI158
1279|火外防禦90%∣首回九重．攻後三重追擊風化|SI002SI221
1280|火外防禦75%∣首回六重．攻後二重．追擊風化|SI002SI221
1281|龍外防禦90%∣首消光傷害吸收∣連擊|SI065SI014SI167
1282|回復變0∣首回命懸一線．四重電擊|SI156SI161SI236
1283|首消7Combo盾|SI087
1284|首消8Combo盾|SI088
1285|首消9Combo盾|SI089
1286|首消10Combo盾|SI090
1287|7↑水符石盾|SI031
1288|8↑水符石盾|SI031
1289|7↑火符石盾|SI032
1290|8↑火符石盾|SI032
1291|7↑木符石盾|SI033
1292|8↑木符石盾|SI033
1293|7↑光符石盾|SI034
1294|8↑光符石盾|SI034
1295|7↑暗符石盾|SI035
1296|8↑暗符石盾|SI035
1297|7↑心符石盾|SI036
1298|8↑心符石盾|SI036
1299|累積5↑相剋符石盾|SI250
1300|累積6↑相剋符石盾|SI250
1301|累積7↑相剋符石盾|SI250
1302|累積8↑相剋符石盾|SI250
1303|累積5↑同屬符石盾|SI250
1304|累積6↑同屬符石盾|SI250
1305|累積7↑同屬符石盾|SI250
1306|累積8↑同屬符石盾|SI250
1307|首回攻後心暗鎖定∣未消傷害吸收∣無法控制∣首消隨機Combo追擊盾∣轉|SI311SI218SI124SI110
1308|黑白符石∣扣血100%|SI215SI132
1309|突擊25%∣25%盾∣三重燃燒10%|SI160SI257SI229
1310|火弱化鎖定20%∣越戰越強．金|SI337SI188
1311|首回光暗技能重置∣三屬盾∣軌跡問號6|SI121SI242SI224
1312|首回水火木技能重置∣2秒轉珠∣光暗盾|SI121SI241SI165
1313|雙重風化．先|SI221
1314|三重風化．先|SI221
1315|四重風化．先|SI221
1316|五重風化．先|SI221
1317|六重風化．先|SI221
1318|七重風化．先|SI221
1319|八重風化．先|SI221
1320|雙重風化∣轉|SI221
1321|三重風化∣轉|SI221
1322|四重風化∣轉|SI221
1323|定點腐蝕∣4↑Combo盾|SI228SI102
1324|定點腐蝕∣5↑Combo盾|SI228SI103
1325|定點腐蝕∣6↑Combo盾|SI228SI104
1326|定點腐蝕∣7↑Combo盾|SI228SI105
1327|定點腐蝕∣8↑Combo盾|SI228SI106
1328|雙重腐蝕∣4↑Combo盾|SI228SI102
1329|雙重腐蝕∣5↑Combo盾|SI228SI103
1330|雙重腐蝕∣6↑Combo盾|SI228SI104
1331|雙重腐蝕∣7↑Combo盾|SI228SI105
1332|雙重腐蝕∣8↑Combo盾|SI228SI106
1333|三重腐蝕∣4↑Combo盾|SI228SI102
1334|三重腐蝕∣5↑Combo盾|SI228SI103
1335|三重腐蝕∣6↑Combo盾|SI228SI104
1336|三重腐蝕∣7↑Combo盾|SI228SI105
1337|三重腐蝕∣8↑Combo盾|SI228SI106
1338|電擊∣4↑Combo盾|SI236SI102
1339|電擊∣5↑Combo盾|SI236SI103
1340|電擊∣6↑Combo盾|SI236SI104
1341|電擊∣7↑Combo盾|SI236SI105
1342|電擊∣8↑Combo盾|SI236SI106
1343|雙重電擊∣4↑Combo盾|SI236SI102
1344|雙重電擊∣5↑Combo盾|SI236SI103
1345|雙重電擊∣6↑Combo盾|SI236SI104
1346|雙重電擊∣7↑Combo盾|SI236SI105
1347|雙重電擊∣8↑Combo盾|SI236SI106
1348|迷惑符石∣強化五屬盾∣越攻越強|SI227SI248SI188
1349|水心鎖定．消除減攻10%|SI336SI341
1350|火心鎖定．消除減攻10%|SI337SI341
1351|木心鎖定．消除減攻10%|SI338SI341
1352|光心鎖定．消除減攻10%|SI339SI341
1353|暗心鎖定．消除減攻10%|SI340SI341
1354|水心鎖定．消除減攻20%|SI336SI341
1355|火心鎖定．消除減攻20%|SI337SI341
1356|木心鎖定．消除減攻20%|SI338SI341
1357|光心鎖定．消除減攻20%|SI339SI341
1358|暗心鎖定．消除減攻20%|SI340SI341
1359|水火鎖定．消除減攻10%|SI336SI337
1360|水木鎖定．消除減攻10%|SI336SI338
1361|水光鎖定．消除減攻10%|SI336SI339
1362|水暗鎖定．消除減攻10%|SI336SI340
1363|火木鎖定．消除減攻10%|SI337SI338
1364|火光鎖定．消除減攻10%|SI337SI339
1365|火暗鎖定．消除減攻10%|SI337SI340
1366|木光鎖定．消除減攻10%|SI338SI339
1367|木暗鎖定．消除減攻10%|SI338SI340
1368|光暗鎖定．消除減攻10%|SI339SI340
1369|水火鎖定．消除減攻20%|SI336SI337
1370|水木鎖定．消除減攻20%|SI336SI338
1371|水光鎖定．消除減攻20%|SI336SI339
1372|水暗鎖定．消除減攻20%|SI336SI340
1373|火木鎖定．消除減攻20%|SI337SI338
1374|火光鎖定．消除減攻20%|SI337SI339
1375|火暗鎖定．消除減攻20%|SI337SI340
1376|木光鎖定．消除減攻20%|SI338SI339
1377|木暗鎖定．消除減攻20%|SI338SI340
1378|光暗鎖定．消除減攻20%|SI339SI340
1379|先攻∣疊加攻擊．木弱化鎖定20%|SI160SI338
1380|問號圍城∣龍脈重置|SI224SI140
1380|問號圍城∣龍脈重置|SI224SI140
1381|附加消除重置∣首消暗追擊零化∣隨機轉六暗|SI121SI123SI117SI305SI047
1382|5回轉珠減2秒∣首回凍結6∣攻後冰火轉化20%|SI165SI219SI229
1383|5回轉珠減3秒∣首回凍結15∣攻後冰火轉化20%|SI165SI219SI229
1384|首回凍結6∣攻後冰火轉化20%∣攻前盾|SI250SI219SI229
1385|首回凍結15∣攻後冰火轉化20%∣攻前盾|SI250SI219SI229
1386|電擊∣累積9↑相剋符石盾|SI236SI250
1387|雙重電擊∣累積12↑相剋符石盾|SI236SI250
1388|三重電擊∣累積15↑相剋符石盾|SI236SI250
1389|突擊30%風化4∣風化∣無法控制∣5↑Combo盾|SI160SI221SI124SI103
1390|突擊30%風化4∣雙重風化∣無法控制∣6↑Combo盾|SI160SI221SI124SI104
1391|突擊30%風化4∣三重風化3000∣無法控制∣7↑Combo追擊盾|SI160SI221SI124SI105
1392|縱橫射擊∣扣血50%|SI225SI128
1393|縱橫射擊∣扣血70%|SI225SI129
1394|縱橫射擊∣扣血90%|SI225SI131
1395|首回問號4∣隱身∣初級拼圖盾|SI224SI181SI250
1396|首回問號8∣隱身∣隱攻回復變0∣3回∣初級拼圖盾|SI224SI181SI250SI156
1397|首回問號12∣隱身．隱攻3回回復變0∣初級拼圖盾．限|SI224SI181SI250SI156
1398|首回問號8∣隱身∣隱攻封鎖∣4回∣初級拼圖盾|SI224SI181SI250SI122
1399|首回問號12∣隱身∣隱攻封鎖∣4回∣初級拼圖盾∣限|SI224SI181SI250SI122
1400|永久魔妖禁錮∣攻後凍結4∣強化盾|SI122SI219SI250
1401|雙重水電擊∣首消水追擊零化∣回復減少90%|SI301SI236SI113SI233
1402|溢補盾∣越攻越強|SI217SI188
1403|木光技能封鎖∣雙重火電擊∣首消火追擊零化|SI122SI302SI236SI114
1404|神魔封鎖∣雙重暗電擊∣首消暗追擊零化|SI122SI305SI236SI117
1405|3回攻擊減半|SI158
1406|4回攻擊減半|SI158
1407|5回攻擊減半|SI158
1408|3回回復變0|SI156
1409|4回回復變0|SI156
1410|5回回復變0|SI156
1411|3回轉珠減3秒|SI165
1412|4回轉珠減3秒|SI165
1413|5回轉珠減3秒|SI165
1414|無限生命倒數．6回|SI134
1415|無限生命倒數．8回|SI134
1416|無限生命倒數．10回|SI134
1417|初級拼圖盾∣連續反擊50%|SI181SI260
1418|高級拼圖盾∣連續反擊50%|SI181SI260
1419|初級拼圖盾∣限∣連續反擊50%|SI181SI260
1420|水屬技能封鎖∣水鎖定．消除減攻10%|SI122SI336
1421|火屬技能封鎖∣火鎖定．消除減攻10%|SI122SI337
1422|木屬技能封鎖∣木鎖定．消除減攻10%|SI122SI338
1423|光屬技能封鎖∣光鎖定．消除減攻10%|SI122SI339
1424|暗屬技能封鎖∣暗鎖定．消除減攻10%|SI122SI340
1425|水屬技能封鎖∣水鎖定．消除減攻20%|SI122SI336
1426|火屬技能封鎖∣火鎖定．消除減攻20%|SI122SI337
1427|木屬技能封鎖∣木鎖定．消除減攻20%|SI122SI338
1428|光屬技能封鎖∣光鎖定．消除減攻20%|SI122SI339
1429|暗屬技能封鎖∣暗鎖定．消除減攻20%|SI122SI340
1430|水屬禁錮∣水鎖定．消除減攻10%|SI122SI336
1431|火屬禁錮∣火鎖定．消除減攻10%|SI122SI337
1432|木屬禁錮∣木鎖定．消除減攻10%|SI122SI338
1433|光屬禁錮∣光鎖定．消除減攻10%|SI122SI339
1434|暗屬禁錮∣暗鎖定．消除減攻10%|SI122SI340
1435|水屬禁錮∣水鎖定．消除減攻20%|SI122SI336
1436|火屬禁錮∣火鎖定．消除減攻20%|SI122SI337
1437|木屬禁錮∣木鎖定．消除減攻20%|SI122SI338
1438|光屬禁錮∣光鎖定．消除減攻20%|SI122SI339
1439|暗屬禁錮∣暗鎖定．消除減攻20%|SI122SI340
1440|水屬技能封鎖∣火鎖定．消除減攻10%|SI122SI337
1441|火屬技能封鎖∣木鎖定．消除減攻10%|SI122SI338
1442|木屬技能封鎖∣水鎖定．消除減攻10%|SI122SI336
1443|光屬技能封鎖∣暗鎖定．消除減攻10%|SI122SI340
1444|暗屬技能封鎖∣光鎖定．消除減攻10%|SI122SI339
1445|水屬技能封鎖∣火鎖定．消除減攻20%|SI122SI337
1446|火屬技能封鎖∣木鎖定．消除減攻20%|SI122SI338
1447|木屬技能封鎖∣水鎖定．消除減攻20%|SI122SI336
1448|光屬技能封鎖∣暗鎖定．消除減攻20%|SI122SI340
1449|暗屬技能封鎖∣光鎖定．消除減攻20%|SI122SI339
1450|水屬禁錮∣火鎖定．消除減攻10%|SI122SI337
1451|火屬禁錮∣木鎖定．消除減攻10%|SI122SI338
1452|木屬禁錮∣水鎖定．消除減攻10%|SI122SI336
1453|光屬禁錮∣暗鎖定．消除減攻10%|SI122SI340
1454|暗屬禁錮∣光鎖定．消除減攻10%|SI122SI339
1455|水屬禁錮∣火鎖定．消除減攻20%|SI122SI337
1456|火屬禁錮∣木鎖定．消除減攻20%|SI122SI338
1457|木屬禁錮∣水鎖定．消除減攻20%|SI122SI336
1458|光屬禁錮∣暗鎖定．消除減攻20%|SI122SI340
1459|暗屬禁錮∣光鎖定．消除減攻20%|SI122SI339
1460|98回減攻90%∣無法控制∣越扣越強50%|SI158SI124SI139
1461|首回隨機轉水∣攻後水橫縱輪轉∣首消水Combo傷害吸收|SI301SI047SI011
1462|附加消除重置∣四角腐蝕∣扣血90%|SI121SI123SI228SI131
1463|迷惑符石∣首消木Combo傷害吸收∣神族剋制．攻|SI227SI013SI067
1464|首消水火木禁光暗∣低血增攻∣無視減傷|SI242SI188SI251
1465|首回九重問號∣首消火Combo傷害吸收∣越攻越強|SI224SI012SI188
1466|命懸一線∣首回心轉火∣隨機轉火∣燃燒20%∣延伸|SI161SI047SI229
1467|首回隨機轉光∣攻後光橫縱輪轉∣消除光Combo傷害吸收∣軌跡問號|SI304SI047SI014SI224
1468|首消光暗禁水火木∣低血增攻∣無視減傷|SI241SI188SI251
1469|首消暗Combo傷害吸收∣暗電擊∣龍類剋制．攻|SI015SI305SI236SI071
1470|水電擊|SI301SI236
1471|火電擊|SI302SI236
1472|木電擊|SI303SI236
1473|光電擊|SI304SI236
1474|暗電擊|SI305SI236
1475|雙重水電擊|SI301SI236
1476|雙重火電擊|SI302SI236
1477|雙重木電擊|SI303SI236
1478|雙重光電擊|SI304SI236
1479|雙重暗電擊|SI305SI236
1480|三重水電擊|SI301SI236
1481|三重火電擊|SI302SI236
1482|三重木電擊|SI303SI236
1483|三重光電擊|SI304SI236
1484|三重暗電擊|SI305SI236
1485|三屬強化盾首消禁光暗|SI246
1485|首消三屬強化禁光暗|SI246
1486|首消強化光暗禁水火木|SI245
1487|迷惑符石∣首消水符石盾|SI227SI031
1488|迷惑符石∣首消火符石盾|SI227SI032
1489|迷惑符石∣首消木符石盾|SI227SI033
1490|迷惑符石∣首消全光盾|SI227SI034
1491|迷惑符石∣首消全暗盾|SI227SI035
1492|首消心符石盾|SI036
1493|迷惑符石∣首消心符石盾|SI227SI036
1494|3回水屬攻2倍∣下回自殘100%|SI006SI161
1495|5回水屬攻2倍∣下回自殘100%|SI006SI161
1496|7回水屬攻2倍∣下回自殘100%|SI006SI161
1497|3回火屬攻2倍∣下回自殘100%|SI007SI161
1498|5回火屬攻2倍∣下回自殘100%|SI007SI161
1499|7回火屬攻2倍∣下回自殘100%|SI007SI161
1500|3回木屬攻2倍∣下回自殘100%|SI008SI161
1501|5回木屬攻2倍∣下回自殘100%|SI008SI161
1502|7回木屬攻2倍∣下回自殘100%|SI008SI161
1503|3回光屬攻2倍∣下回自殘100%|SI009SI161
1504|5回光屬攻2倍∣下回自殘100%|SI009SI161
1505|7回光屬攻2倍∣下回自殘100%|SI009SI161
1506|3回暗屬攻2倍∣下回自殘100%|SI010SI161
1507|5回暗屬攻2倍∣下回自殘100%|SI010SI161
1508|7回暗屬攻2倍∣下回自殘100%|SI010SI161
1509|3回人類攻2倍∣下回自殘100%|SI069SI161
1510|5回人類攻2倍∣下回自殘100%|SI069SI161
1511|7回人類攻2倍∣下回自殘100%|SI069SI161
1512|3回獸類攻2倍∣下回自殘100%|SI070SI161
1513|5回獸類攻2倍∣下回自殘100%|SI070SI161
1514|7回獸類攻2倍∣下回自殘100%|SI070SI161
1515|3回妖精攻2倍∣下回自殘100%|SI072SI161
1516|5回妖精攻2倍∣下回自殘100%|SI072SI161
1517|7回妖精攻2倍∣下回自殘100%|SI072SI161
1518|3回龍類攻2倍∣下回自殘100%|SI071SI161
1519|5回龍類攻2倍∣下回自殘100%|SI071SI161
1520|7回龍類攻2倍∣下回自殘100%|SI071SI161
1521|3回神族攻2倍∣下回自殘100%|SI067SI161
1522|5回神族攻2倍∣下回自殘100%|SI067SI161
1523|7回神族攻2倍∣下回自殘100%|SI067SI161
1524|3回魔族攻2倍∣下回自殘100%|SI068SI161
1525|5回魔族攻2倍∣下回自殘100%|SI068SI161
1526|7回魔族攻2倍∣下回自殘100%|SI068SI161
1527|3回轉珠↑2秒|SI166
1528|5回轉珠↑2秒|SI166
1529|7回轉珠↑2秒|SI166
1530|3回轉珠↑3秒|SI166
1531|5回轉珠↑3秒|SI166
1532|7回轉珠↑3秒|SI166
1533|水符石腐蝕|SI301SI228
1534|火符石腐蝕|SI302SI228
1535|木符石腐蝕|SI303SI228
1536|光符石腐蝕|SI304SI228
1537|暗符石腐蝕|SI305SI228
1538|心符石腐蝕|SI306SI228
1539|水符石燃燒10%|SI301SI229
1540|火符石燃燒10%|SI302SI229
1541|木符石燃燒10%|SI303SI229
1542|光符石燃燒10%|SI304SI229
1543|暗符石燃燒10%|SI305SI229
1544|心符石燃燒10%|SI306SI229
1545|水符石燃燒20%|SI301SI229
1546|火符石燃燒20%|SI302SI229
1547|木符石燃燒20%|SI303SI229
1548|光符石燃燒20%|SI304SI229
1549|暗符石燃燒20%|SI305SI229
1550|心符石燃燒20%|SI306SI229
1551|消心盾5% ‧ 扣血90%|SI256SI131
1551|消心盾5%∣扣血90%|SI256SI131
1552|消心扣敵5%∣扣血100%|SI256SI132
1553|消心扣敵10%∣扣血30%|SI256SI126
1554|消心扣敵10%∣扣血50%|SI256SI128
1555|消心扣敵10%∣扣血70%|SI256SI129
1556|消心扣敵10%∣扣血90%|SI256SI131
1557|消心扣敵10%∣扣血100%|SI256SI132
1558|附加消除重置∣電擊|SI121SI123SI236
1559|附加消除重置∣雙重電擊|SI121SI123SI236
1560|附加消除重置∣首消水追擊零化|SI121SI123SI113
1561|附加消除重置∣首消火追擊零化|SI121SI123SI114
1562|附加消除重置∣首消木追擊零化|SI121SI123SI115
1563|附加消除重置∣首消光追擊零化|SI121SI123SI116
1564|附加消除重置∣首消暗追擊零化|SI121SI123SI117
1565|附加消除重置∣首消心追擊零化|SI121SI123SI118
1566|附加消除重置∣隨機轉水∣首消水追擊零化|SI121SI123SI301SI047SI113
1567|附加消除重置∣隨機轉火∣首消火追擊零化|SI121SI123SI302SI047SI114
1568|附加消除重置∣隨機轉木∣首消木追擊零化|SI121SI123SI303SI047SI115
1569|附加消除重置∣隨機轉光∣首消光追擊零化|SI121SI123SI304SI047SI116
1570|附加消除重置∣隨機轉暗∣首消暗追擊零化|SI121SI123SI305SI047SI117
1571|附加消除重置∣隨機轉心∣首消心追擊零化|SI121SI123SI306SI047SI118
1572|首消水追擊零化∣水電擊|SI113SI301SI236
1573|首消水追擊零化∣雙重水電擊|SI113SI301SI236
1574|首消水追擊零化∣三重水電擊|SI113SI301SI236
1575|首消火追擊零化∣火電擊|SI114SI302SI236
1576|首消火追擊零化∣雙重火電擊|SI114SI302SI236
1577|首消火追擊零化∣三重火電擊|SI114SI302SI236
1578|首消木追擊零化∣木電擊|SI115SI303SI236
1579|首消木追擊零化∣雙重木電擊|SI115SI303SI236
1580|首消木追擊零化∣三重木電擊|SI115SI303SI236
1581|首消光追擊零化∣光電擊|SI116SI304SI236
1582|首消光追擊零化∣雙重光電擊|SI116SI304SI236
1583|首消光追擊零化∣三重光電擊|SI116SI304SI236
1584|首消暗追擊零化∣暗電擊|SI117SI305SI236
1585|首消暗追擊零化∣雙重暗電擊|SI117SI305SI236
1586|首消暗追擊零化∣三重暗電擊|SI117SI305SI236
1587|首消心追擊零化∣心電擊|SI118SI306SI236
1588|首消心追擊零化∣雙重心電擊|SI118SI306SI236
1589|首消心追擊零化∣三重心電擊|SI118SI306SI236
1590|指定起結盾∣左上右下|SI183
1591|指定起結盾∣左下右上|SI183
1592|指定起結盾∣右上左下|SI183
1593|指定起結盾∣右下左上|SI183
1594|隨機始終盾|SI183
1595|技能封鎖∣累積20↑相剋符石盾∣無法控制|SI122SI250SI124
1596|首回全光電擊∣連擊|SI304SI236SI167
1597|隱身∣十重凍結|SI250SI220
1598|無法控制∣魔族禁錮∣不倒意志20%∣20%以下攻20防200倍|SI343SI122SI261SI124
1599|累積30↑相剋符石盾∣扣血25%∣越攻越強|SI250SI139
1600|5回回復減少50%∣自殘20%∣對角始終盾|SI233SI161SI183
1601|連擊∣越戰越強∣鐵∣火鎖定．消除減攻10%|SI167SI188SI337
1602|連擊∣越戰越強∣穩定提升∣火木鎖定．消除減攻10%|SI167SI188SI337SI338
1603|連擊∣越戰越強∣穩定提升∣火木鎖定．消除減攻20%|SI167SI188SI337SI338
1604|首回攻後木鎖定∣未消傷害吸收∣無視減傷|SI309SI251
1605|首回攻後木光鎖定∣未消傷害吸收∣強化盾∣無視減傷|SI309SI310SI254SI251
1606|首回攻後木光心鎖定∣未消傷害吸收∣強化盾∣無視減傷|SI309SI310SI254SI251
1607|2秒轉珠∣風化∣轉|SI165SI221
1608|2秒轉珠∣風化∣轉∣首消全暗盾|SI165SI221SI035
1609|2秒轉珠∣風化3000∣轉∣首消全暗盾|SI165SI221SI035
1610|強化盾∣光外防禦90%∣光暗弱化鎖定20%|SI254SI004SI339SI340
1611|強化盾∣光外防禦75%∣光鎖定．消除減攻20%|SI254SI004SI339
1612|技能回復∣火木雙重幻變∣9↑火木符石盾|SI125SI227SI032SI033
1613|技能回復∣火木雙重幻變∣15↑火木符石盾|SI125SI227SI032SI033
1614|魔神獸技能重置∣攻後木縱橫輪轉∣首消木追擊零化|SI121SI303SI047SI115
1617|3回減攻90%∣越攻越強∣無法控制|SI158SI188SI124
1618|無法控制∣雙重暗電擊∣生命50%以下攻2倍防40倍|SI124SI236SI188
1619|突擊14482-五重風化．攻後三重心風化3000∣木屬防禦90%|SI160SI306SI221SI003
1620|附加消除全員技封1回∣攻前盾∣首攻狂暴|SI123SI122SI250SI188
1621|附加消除∣燃燒10%∣延伸∣越攻越強|SI123SI229SI188
1622|附加消除∣燃燒10%∣雙重延伸∣越攻越強|SI123SI229SI188
1623|附加消除∣三重延伸燃燒10%∣越攻越強|SI123SI229SI188
1624|5↑Combo追擊盾∣木轉火∣消火減時0.2-1秒|SI103SI302SI047SI165
1625|6↑Combo追擊盾∣木轉火∣消火減時0.2-1秒|SI104SI302SI047SI165
1626|7↑Combo追擊盾∣木轉火∣消火減時0.2-1秒|SI105SI302SI047SI165
1627|無法控制∣攻後電擊∣復活2倍變強∣無視減傷|SI124SI236SI216SI251
1628|無法控制 ‧ 攻後雙重電擊 ‧ 復活3倍變強-無視減傷|SI124SI236SI216SI251
1628|無法控制∣攻後雙重電擊∣復活3倍變強．無視減傷|SI124SI236SI216SI251
1629|累積10↑水符石盾|SI031
1630|累積15↑水符石盾|SI031
1631|累積20↑水符石盾|SI031
1632|累積25↑水符石盾|SI031
1633|累積30↑水符石盾|SI031
1634|累積10↑火符石盾|SI032
1635|累積15↑火符石盾|SI032
1636|累積20↑火符石盾|SI032
1637|累積25↑火符石盾|SI032
1638|累積30↑火符石盾|SI032
1639|累積10↑木符石盾|SI033
1640|累積15↑木符石盾|SI033
1641|累積20↑木符石盾|SI033
1642|累積25↑木符石盾|SI033
1643|累積30↑木符石盾|SI033
1644|累積10↑光符石盾|SI034
1645|累積15↑光符石盾|SI034
1646|累積20↑光符石盾|SI034
1647|累積25↑光符石盾|SI034
1648|累積30↑光符石盾|SI034
1649|累積10↑暗符石盾|SI035
1650|累積15↑暗符石盾|SI035
1651|累積20↑暗符石盾|SI035
1652|累積25↑暗符石盾|SI035
1653|累積30↑暗符石盾|SI035
1654|累積10↑木符石盾∣攻後回復遞減弱20%|SI033SI233
1655|累積15↑木符石盾∣攻後回復遞減弱20%|SI033SI233
1656|強化盾∣累積20↑木符石盾∣攻後回復衰弱20%|SI254SI033SI233
1657|強化盾∣累積30↑木符石盾∣攻後回復減少25%∣回復遞減|SI254SI033SI233
1658|累積10↑水符石盾∣攻後雙重鎖定．消除減攻10%|SI031SI158
1659|累積15↑水符石盾∣攻後四重鎖定．消除減攻10%|SI031SI158
1660|技能封鎖3回∣累積20↑水符石盾∣攻後六重弱化鎖定10%|SI122SI031SI158
1661|首回封技5回∣累積30↑水符石盾∣攻後六重鎖定．消除減攻20%|SI122SI031SI158
1662|累積10↑火符石盾∣燃燒10%|SI032SI229
1663|累積15↑火符石盾∣雙重燃燒10%|SI032SI229
1664|累積20↑火符石盾∣雙重燃燒10%∣無法控制|SI032SI229SI124
1665|累積30↑火符石盾∣雙重燃燒20%∣無法控制|SI032SI229SI124
1666|光屬技能回復∣7回光屬攻2倍∣下回自殘100%|SI125SI009SI161
1667|技能重置∣7回攻擊減半∣下回自殘100%|SI121SI158SI161
1668|攻前盾∣首攻扣血當前99%∣攻後心風化3000|SI250SI139SI306SI221
1669|首回敵轉火．引爆掉木外∣非相剋防禦90%∣縱橫燃燒輪轉10%|SI017SI047SI250SI229
1670|98回3秒轉珠∣首消隨機Combo追擊盾．轉|SI165SI110
1671|魔族剋制．攻．鎖∣同屬防禦90%∣半血下回問號圍城|SI068SI122SI250SI224
1672|妖龍剋制200%∣首回光電擊∣無法控制|SI157SI304SI236SI124
1673|附加消除∣強化盾∣非強化傷害吸收∣無視減傷|SI123SI254SI251
1674|5回轉珠減少2秒∣5↑Combo追擊盾|SI165SI103
1675|2秒轉珠∣9↑Combo追擊盾∣無法控制|SI165SI107SI124
1676|附加消除∣首回木風化3000∣魔族剋制．攻|SI123SI303SI221SI068
1677|先攻∣光弱化鎖定10%|SI160SI339
1678|先攻．心轉光弱化鎖定20%∣心禁消|SI160SI304SI047SI339SI043
1679|轉暗屬∣神族剋制．攻∣光外防禦90%∣非強化吸收盾∣攻後狂電擊|SI020SI067SI004SI254SI236
1680|首回直行問號∣初級拼圖盾|SI224SI181
1681|首回雙直行問號∣初級拼圖盾∣限∣越攻越強|SI224SI181SI188
1682|黑白符石∣始終盾∣五屬盾|SI215SI183SI244
1683|突擊20%∣5回軌跡燃燒500|SI160SI229
1684|命懸一線∣5回軌跡燃燒1000∣20%盾|SI161SI229SI257
1685|首消全水盾∣首消暗傷害吸收∣人類剋制．攻|SI031SI015SI069
1686|三屬轉換．剋屬攻擊∣雙重凍結|SI049SI219
1687|轉屬∣剋屬盾∣非剋屬反擊100%∣自身凍結|SI049SI048SI260SI219
