col_1|col_2|col_3|col_4|col_5|col_6|col_7|col_8|col_9|col_10|col_11|col_12|col_13|col_14|col_15|col_16|col_17|col_18|col_19|col_20|col_21|col_22|col_23|col_24|col_25|col_26|col_27|col_28|col_29|col_30|col_31|col_32|col_33|col_34|col_35|col_36|col_37
1369|408|2|682|40|7||The Vanguard's Stage|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1370|409|1|684|30|7||The Captain's Stage|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1371|409|2|684|40|7||The Captain's Stage|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1379|415|1|177|20|2||Deathbed Wish of Pirates|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1380|415|2|256|20|3||Icy Twinkle on the Sea|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1381|415|3|43|20|2||Wish of the Sea Dragon|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1382|415|4|42|20|3||Treasure of the Ocean|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1383|416|1|257|20|3||Invitation of the Handsmaid|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1384|416|2|59|20|2||Blazing Milky Way|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1385|416|3|507|20|3||Advice from the Deity of Fire|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1386|416|4|485|20|2||In the Heart of Worship|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1387|417|1|104|20|2||Call of the Elves|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1388|417|2|65|20|2||Direction of Spirits|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1389|417|3|453|20|3||As the Shadow|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1390|417|4|333|20|2||Evicting Evil|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1391|418|1|331|20|3||The Destined One|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1392|418|2|343|20|3||Follow to Death|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1393|418|3|500|20|3||I Won't Leave You|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1394|418|4|639|20|2||Resolution to Commit|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1395|419|1|75|20|3||Hello World|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1396|419|2|464|20|3||The First Battle|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1397|419|3|427|20|3||Lonely Heart|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1398|419|4|498|20|3||Meaning of Friendship|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1463|440|1|178|20|2||The Raging Sea|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1464|440|2|542|20|2||Unstoppable Rage|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1465|440|3|583|20|3||The Investigation|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1466|440|4|228|20|2||Misfortune Brought by a Monkey|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1467|441|1|257|20|2||Fairy Boy Born from a Magical Pearl|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1468|441|2|534|20|2||Releasing the Imprisoned Bird|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1469|441|3|228|20|2||Lotus-rooted Bond|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1470|441|4|618|20|2||Listening to the Pine in the Wind|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1471|442|1|112|20|2||Unintentional Beginning|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1472|442|2|227|20|2||Out of Blows Brotherhood Grows|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1473|442|3|75|20|3||Hunting Treasures for the Family|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1474|442|4|490|20|2||Rediscovering the True Self|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1475|443|1|227|20|2||The Monkey Nurtured by Elements|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1476|443|2|524|20|2||Seventy-two Transformations|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1477|443|3|594|20|3||Breaking the Sacred Pillars|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1478|443|4|722|20|3||Wukong Achieving Buddhahood|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1479|444|1|528|20|2||A Fox Begging for Fairy Powers|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1480|444|2|582|20|2||The Concubine Interfering with Politics|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1481|444|3|536|20|2||Guidance of the Celestial General|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1482|444|4|536|20|2||The Double Relieving Hatred|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1504|449|1|230|20|2||Ten Policies of the Preceptor|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1505|449|2|536|20|3||Array of the Preceptor|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1506|449|3|538|20|2||Fall of the Perceptor|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1507|449|4|534|20|3||Death of the Preceptor|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1508|450|1|526|20|2||Sorrow not for Perishing|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1509|450|2|543|20|2||Grief not for Farewell|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1510|450|3|531|20|2||Kill not for Values|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1511|450|4|224|20|2||Abandon not for Stubbornness|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1512|451|1|524|20|3||Cleaving the Mountain|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1513|451|2|85|20|3||Encounter with the Fauna|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1514|451|3|532|20|3||The Dispatched General|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1515|451|4|538|20|2||Prestige of the General|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1516|452|1|530|20|2||Mission in the Secular World|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1517|452|2|524|20|2||Defeating the Depraved|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1518|452|3|358|20|2||Persuading the Celestial|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1519|452|4|540|20|2||Duel between Fellows - Light|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1520|453|1|145|20|3||Rage of the Cub|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1521|453|2|585|20|2||Presage of the Taoist|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1522|453|3|537|20|2||When the Fellows Met|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1523|453|4|538|20|3||Duel between Fellows - Dark|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1555|479|1|284|10|5||Gate of Evolution|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@241#0:242#0:243#0:244#0:245#0:246#0:247#0:248#0:249#0:250#0:261#0:264#0:267#0:280#0:281#0:282#0:283#0:284#0|
1556|479|2|284|15|5||Corridor of Evolution|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@246#0:247#0:248#0:249#0:250#0:251#0:252#0:253#0:254#0:255#0:261#0:262#0:264#0:265#0:267#0:268#0:280#0:281#0:282#0:283#0:284#0|
1557|479|3|284|20|5||Hall of Evolution|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@251#0:252#0:253#0:254#0:255#0:256#0:257#0:258#0:259#0:260#0:262#0:263#0:265#0:266#0:268#0:269#0:280#0:281#0:282#0:283#0:284#0|
1671|484|1|786|30|4||Tunes of the Ocean|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1672|484|2|788|30|4||Songs of the Sunburst|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1673|484|3|784|30|4||Melodies of the Woods|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1679|488|1|356|30|4||Aries with Brave Tenacity|0|0|0|0|||0|10||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1685|489|1|368|30|3||Magnanimity from Justice|0|0|0|0|||0|10||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1711|495|1|641|25|7||Bestowment of Encounter|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:835#0|
1712|495|2|642|25|7||Conviction in Mission|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:839#0|
1713|495|3|643|30|10||Changing the Fate|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1714|496|1|641|25|7||Source of the Stream|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:837#0|
1715|496|2|643|25|7||Fresh Air|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@837#0:839#0|
1716|496|3|644|30|10||Knowledge and Emotions|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1717|497|1|642|25|7||Belief in Gods|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@833#0:837#0|
1718|497|2|644|25|7||Guidance to the Right Way|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@837#0:839#0|
1719|497|3|645|30|10||Destination of Souls|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1720|498|1|481|25|7||Frozen Sagacity|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@833#0:835#0|
1721|498|2|483|25|7||Path of Destiny|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:835#0|
1722|498|3|482|30|10||Flying Ashes|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1723|499|1|508|25|7||Wrong Seeds of Love|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@835#0:837#0|
1724|499|2|509|25|7||Hammer Blazing the Trail|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@837#0:839#0|
1725|499|3|510|30|10||Chains of Enmity|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1726|500|1|485|25|7||Love of the Deceased|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@833#0:839#0|
1727|500|2|506|25|7||Symbol of Victory|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0|
1728|500|3|507|30|10||Fiery Sunset|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1746|503|1|8026|20|2||Dreaming to be the Lord|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1747|503|2|296|20|2||Dream of the Mermaid|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1748|503|3|480|20|3||Dream Comes True|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1749|503|4|8026|20|2||The Ongoing Dream|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1750|504|1|583|20|3||Risky Game|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1751|504|2|459|20|3||The Neurotic Queen|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1752|504|3|8015|20|2||The Forbidden Word|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1753|504|4|8015|20|3||Love and Forgiveness|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1754|505|1|8036|20|2||Duel between Alchemy and Magic|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1755|505|2|462|20|2||Who’s in Charge|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1756|505|3|8034|20|3||Tiresome Dream|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1757|505|4|465|20|3||You Are My Wings|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1758|506|1|609|20|2||Fantasy of Grassland|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1759|506|2|115|20|2||The Witch’s Advice|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1760|506|3|519|20|2||Protector of Lives|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1761|506|4|629|20|2||Exit of the Fantasy|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1762|507|1|115|20|2||Exotic Ingredients|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1763|507|2|455|20|2||Werewolf Apprentice|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1764|507|3|269|20|2||Gathering Ingredients|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1765|507|4|460|20|2||Prestigious Alchemist|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1766|508|1|8027|20|2||Tick-tock Goes the Clock|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1767|508|2|8032|20|2||Know-it-all in the Ocean|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1768|508|3|8036|20|3||Art of the Poisoned Apples|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1769|508|4|8027|20|3||The Endless Tick-tocks|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1770|509|1|8037|20|2||Poor Magic Mirror|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1771|509|2|672|20|3||Who’s the Fairest of All|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1772|509|3|336|20|2||The Irrational Queen|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1773|509|4|8014|20|2||Confidence is the Fundamental|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1774|510|1|143|20|2||Recollecting tha Past|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1775|510|2|9010|20|3||Seize the Opportunity|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1776|510|3|581|20|2||Midnight on the Run|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1777|510|4|9010|20|2||Meeting with Old Friends|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1778|511|1|9013|20|2||Phantom Shadows|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1779|511|2|341|20|2||Dream and Reality|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1780|511|3|382|20|3||Truth Informed by Astralists|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1781|511|4|9004|20|2||Marchosias and Marchosias|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1782|512|1|331|20|2||Seeking for Stability|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1783|512|2|386|20|2||Heart of Reason|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1784|512|3|384|20|2||Homeland under Starlight|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1785|512|4|9014|20|2||Name of the Timeless Sage|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1786|513|1|115|20|2||Sage in Exile|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1787|513|2|464|20|2||Young King Solomon|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1788|513|3|260|20|2||Silvery Jail|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1789|513|4|709|20|2||Set Free|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1790|514|1|9002|20|2||Unforeseen Circumstances|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1791|514|2|336|20|3||Easy Contest of Wits|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1792|514|3|337|20|3||Uncontrollable Situation|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1793|514|4|329|20|2||Lost Answer|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1794|515|1|584|20|3||Air of Freedom|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1795|515|2|524|20|3||Two-headed Dragon|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1796|515|3|462|20|3||Greed and Desire|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1797|515|4|9008|20|2||Only Us|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1798|516|1|9006|20|2||Hazy Childhood|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1799|516|2|464|20|2||Misty Blade|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1800|516|3|363|20|2||Attacking Enochian Tower|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1801|516|4|709|20|2||Floods of Brume|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1680|518|1|351|30|3||A Heart to Annihilate Enemies|0|0|0|0|||0|10||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1681|519|1|360|30|2||Everlasting Recalling|0|0|0|0|||0|10||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1682|520|1|797|30|2||Steadfast Promise|0|0|0|0|||0|10||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1683|521|1|629|30|3||A Heart to Fight with Courage|0|0|0|0|||0|10||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1684|522|1|666|30|3||A Heart to Protect the Beloved|0|0|0|0|||0|10||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1686|523|1|370|30|4||Scorpio of the Fatal Blow|0|0|0|0|||0|10||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1687|524|1|372|30|2||Challenge of Sagittarius|0|0|0|0|||0|10||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1688|525|1|374|30|2||Fade-out of Peace|0|0|0|0|||0|10||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1689|526|1|376|30|2||Wish for Peace|0|0|1|0|||0|10||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1690|527|1|378|30|3||Two Tender Hearts|0|0|0|0|||0|10||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
1729|528|1|802|25|7||Irrepressible Curiosity|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1730|528|2|806|25|7||Importance of Tribe|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1731|528|3|808|30|10||Fountainhead of Life|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@833#0:839#0|
1732|529|1|806|25|7||We in One Tribe|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1733|529|2|804|25|7||Power of Protection|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1734|529|3|810|30|10||Everything Destined|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@833#0:839#0|
1735|530|1|802|25|7||The Deluge|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1736|530|2|804|25|7||Guardian Bird of the Book|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1737|530|3|810|30|10||Deadly Epidemic|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@833#0:837#0:839#0|
1738|531|1|226|25|7||Bull in Realm of Elves|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@91#0:525#0:529#0:835#0:839#0|
1739|531|2|228|25|7||Stone Monkey in Elements|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@523#0:527#0:833#0:837#0|
1740|531|3|230|30|10||Vixen in the Palace|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@523#0|
1803|532|1|222|25|7||Diehard|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@521#0:831#0:835#0|
1804|532|2|224|25|7||Under Orders|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@833#0:837#0|
1805|532|3|228|30|10||Born to be Bellicose|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@91#0:93#0:527#0|
1806|533|1|222|25|7||Hand in Hand|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@521#0:831#0:837#0|
1807|533|2|224|25|7||Delicate Sentimens|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@523#0:525#0:527#0:529#0:547#0:548#0|
1808|533|3|230|30|10||Staying by Your Side|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@692#0|
1809|534|1|192|25|7||A Long Journey|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@319#0:323#0:403#0:405#0|
1810|534|2|194|25|7||Stepping into the New World|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@321#0:404#0:406#0|
1811|534|3|196|30|10||First Encounter|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@319#0:323#0:327#0:405#0:407#0:831#0:839#0|
1812|535|1|198|25|7||Utopia|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@325#0:382#0:384#0:406#0|
1813|535|2|200|25|7||Collapse of Ideals|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@321#0:327#0:404#0:407#0|
1814|535|3|194|30|10||Never Surrender|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@321#0:384#0:404#0:833#0:837#0|
1815|536|1|200|25|7||Scheme of Gods|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@321#0:107#0:111#0|
1816|536|2|579|25|7||Snatching Elemental Powers|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@321#0:323#0:325#0:384#0|
1817|536|3|829|30|10||A World Belongs to Gods Only|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@831#0:833#0:835#0:837#0:839#0|
1818|537|1|829|30|10||Reversing Everything|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@319#0:321#0:325#0:831#0:833#0:837#0:839#0|
1895|564|1|426|15|6||Fields of Souls from Turquoise Ocean|0|0|0|0|||0|7||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@270#0:275#0:280#0:426#0|
1896|564|2|427|15|6||Fields of Souls from Burning Flame|0|0|0|0|||0|7||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@271#0:276#0:281#0:427#0|
1897|564|3|428|15|6||Fields of Souls from Verdant Nature|0|0|0|0|||0|7||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@272#0:277#0:282#0:428#0|
1898|564|4|398|15|6||Fields of Souls from Glaring Radiance|0|0|0|0|||0|7||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@273#0:278#0:283#0:398#0|
1899|564|5|291|15|6||Fields of Souls from Eerie Shade|0|0|0|0|||0|7||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0|3@274#0:279#0:284#0:291#0|
1901|565|1|457|20|2||Appealing Dance|0|0|0|0|||0|0||0||0|0|0|0|0|0|0||0|0||0|0|0|0|0||
